token,count
permeate,1
permeated,2
permeating,1
permettait,5
permettre,2
permettroit,1
permis,2
permiscus,1
permiso,1
permissible,4
permission,90
permissive,1
permit,83
permite,1
permiteme,1
permites,1
permitido,1
permitidos,1
permitir,1
permits,9
permitted,103
permitting,8
permutavit,1
pernassus,1
pernicious,23
pero,132
peronne,1
peronto,7
perontos,1
peroration,2
perouse,6
peroxide,1
perpaullulum,1
perpend,3
perpendicklar,1
perpendicular,19
perpendicularity,4
perpendicularly,7
perpendikel,1
perpensadas,1
perpetrate,5
perpetrated,10
perpetration,2
perpetrator,1
perpetrators,1
perpetual,42
perpetually,16
perpetuate,9
perpetuated,3
perpetuating,2
perpetuation,1
perpetue,1
perpetuel,2
perpetuelle,1
perpetuelles,1
perpetuels,1
perpetuer,1
perpetuite,2
perpetuity,5
perpignan,1
perplex,4
perplexed,23
perplexedly,1
perplexing,8
perplexities,11
perplexity,25
perplext,1
perpose,1
perposterous,1
perque,3
perquisite,1
perquisites,3
perregaux,2
perrers,1
perrier,1
perrine,1
perro,3
perron,1
perronet,1
perroquet,8
perroquets,1
perros,1
perrum,1
perruque,1
perry,5
pers,14
persan,2
persane,2
persans,1
persarum,1
persas,1
perscriptions,1
perscrutatus,1
perse,12
persecute,9
persecuted,18
persecutest,2
persecuting,2
persecution,28
persecutions,10
persecutor,1
persecutors,3
perseid,1
persephone,3
persepolis,22
perserve,1
perses,2
perseus,2
perseverance,37
persevere,10
persevered,6
perseveres,2
persevering,16
perseveringly,1
persia,44
persian,38
persians,13
persien,1
persiflage,1
persigue,2
persist,17
persisted,28
persistence,8
persistency,1
persistent,22
persistently,14
persisting,2
persists,3
persition,2
perso,1
person,605
persona,33
personable,1
personae,12
personage,32
personages,16
personal,211
personalien,1
personalities,3
personality,40
personall,2
personally,41
personals,5
personas,18
personated,6
personates,1
persone,5
personen,26
persones,2
personification,4
personified,9
personify,1
personnages,2
personnalite,1
personne,9
personnel,8
personnelle,2
personnellement,1
personnels,2
personnes,5
persons,389
persoon,1
perspective,10
perspectives,1
perspicacious,1
perspicillata,1
perspicuae,1
perspicuity,1
perspicuous,3
perspiration,14
perspire,1
perspired,1
perspiring,4
perstrepunt,1
persuada,1
persuade,47
persuaded,64
persuades,2
persuading,6
persuadir,1
persuasion,26
persuasions,5
persuasive,7
persuasively,1
persuasiveness,2
perswade,1
perswaded,1
pert,9
pertained,2
pertaining,3
pertater,1
perte,4
pertended,1
pertenece,6
pertenecen,2
pertenecera,1
pertes,1
perthois,1
perthshire,1
pertickler,1
pertikler,1
pertinacious,3
pertinaciously,1
pertinacity,4
pertinent,2
pertinently,3
pertinet,1
pertly,2
pertracted,1
perturb,2
perturbacion,1
perturbation,6
perturbations,1
perturbed,19
perturbedly,1
perturbing,1
peru,16
peruecke,5
peruerse,1
peruke,3
perukes,1
perusal,23
peruse,11
perused,13
perusers,1
perusing,4
peruvian,1
peruvians,3
pervade,4
pervaded,13
pervades,7
pervading,4
pervasive,1
pervers,1
perverse,11
perversely,1
perverseness,3
perversion,1
perversity,2
pervert,1
perverted,12
perverti,1
perverting,1
pervigilia,1
pervigilium,4
pervigilum,1
pervium,1
perwides,1
pes,1
pesa,2
pesadas,2
pesant,1
pesar,4
pesara,1
pescador,2
pescara,1
pescator,1
pescheeur,3
pescherres,1
peschie,1
peschierres,2
pescolangiano,1
pescuezo,1
pese,1
pesel,2
pesent,1
peser,1
peshawar,3
peshawur,1
peska,1
peskish,1
pesky,3
pesmes,1
peso,2
pesoit,6
pesos,1
pesquiera,14
pessimism,4
pessimisme,1
pessimist,1
pessimistic,3
pessimists,2
pest,12
peste,2
pester,4
pesth,2
pesthouses,1
pestiferous,3
pestilence,7
pestilent,5
pestilential,2
pestilentielles,1
pestkerl,1
pestle,2
pests,5
pet,83
petal,3
petales,4
petals,21
petanque,1
petard,1
petavius,1
pete,6
peter,530
peterborough,2
petered,1
petern,2
peters,21
petersburg,8
petersburgh,5
petersham,2
peterson,1
peticotes,1
petilian,2
petion,2
petit,54
petita,1
petite,18
petites,3
petitio,1
petition,25
petitionary,1
petitioned,2
petitioners,2
petitions,6
petits,13
petiver,1
petiz,3
peto,1
petra,1
petrarca,1
petrarcas,1
petrarch,15
petrarchan,4
petrark,1
petrarque,1
petre,1
petrea,1
petrel,5
petri,3
petrie,4
petrifaction,1
petrifactions,2
petrific,1
petrified,8
petrifying,3
petrochelidon,2
petrograd,4
petrol,1
petroleum,7
petroleums,1
petroleuse,1
petron,1
petronell,1
petronella,1
petronius,1
petrous,1
petrucci,1
petruchio,1
petrus,15
pets,9
pett,9
petted,6
petter,7
petticoat,26
petticoats,15
pettifoggers,3
pettifogging,1
petting,2
pettingal,1
pettish,1
pettitoes,1
pettus,1
petty,34
petulance,2
petulances,1
petulant,4
petulantly,1
petworth,6
peu,64
peugwern,1
peumes,2
peuple,12
peuplent,1
peupler,1
peuples,8
peur,8
peurent,11
peus,1
peussent,1
peussians,2
peussiens,1
peussions,1
peust,10
peut,68
peuvent,10
peux,2
peverell,12
pew,14
pewee,2
pewmonia,1
pews,16
pewter,11
peyraud,1
peyton,4
pez,1
pfad,9
pfade,4
pfaden,1
pfads,1
pfaeffers,1
pfaefflein,2
pfaende,1
pfaender,9
pfaenderspiel,1
pfaffe,2
pfaffen,4
pfaffenart,1
pfaffengasse,1
pfaffengeist,1
pfaffenlarven,1
pfaffenstadt,1
pfaffentross,1
pfaffheit,2
pfahl,3
pfand,11
pfandschein,1
pfandverleiher,2
pfandverleihers,2
pfanne,4
pfarr,2
pfarre,1
pfarrer,32
pfarrers,1
pfauen,1
pfefferkorn,1
pfeffersaecke,1
pfeif,1
pfeifchen,1
pfeife,2
pfeifen,5
pfeifend,1
pfeiffe,1
pfeiffen,1
pfeifst,1
pfeift,2
pfeil,17
pfeile,4
pfeiler,4
pfeilgeschoss,1
pfennig,2
pfennige,2
pfennigs,1
pfenning,2
pfenninge,2
pferd,17
pferde,17
pferdehuf,1
pferdekur,1
pferden,4
pferdgalopp,1
pfersich,1
pfiff,3
pfingst,1
pfingsten,3
pfirsich,1
pflanz,1
pflanze,2
pflanzen,10
pflanzenbund,1
pflanzstaette,1
pflanzt,3
pflanzte,4
pflaster,7
pflaum,1
pflaumen,1
pflaumfeder,2
pflaumichten,1
pflege,3
pflegen,11
pfleger,3
pflegerin,3
pfleget,1
pflegst,1
pflegt,16
pflegte,13
pflegten,1
pflegtest,1
pflicht,33
pflichten,6
pflichtergeben,1
pflichttreu,1
pflock,1
pfluecken,3
pflueckte,1
pflueke,1
pflueken,2
pflug,4
pfoertchen,1
pfoertner,17
pfoetchen,1
pfort,1
pforte,9
pforzhelm,1
pfosten,2
pfoten,1
pfruende,1
pfuehl,1
pfuetze,1
pfuezen,1
pfuezenwasser,1
pfuhl,2
pfui,14
pfund,7
pfuscht,1
pg,75
pgdp,1
ph,17
pha,2
phaedra,1
phaethon,1
phaeton,1
phaetontique,1
phagocyte,8
phalacrocoracidae,1
phalacrocorax,4
phalaena,1
phalaenoptilis,1
phalaenoptilus,1
phalanx,3
phalanxes,2
phalarope,6
phalaropes,1
phalaropodidae,1
phalaropus,2
phalaxy,1
phaloena,1
phan,1
phancy,1
phansie,1
phantasie,14
phantasiegebilde,1
phantasien,2
phantasieren,1
phantasies,4
phantasm,1
phantasma,1
phantasmagoria,2
phantasms,2
phantastisch,1
phantastischen,1
phantasy,3
phantom,27
phantomen,1
phantoms,6
pharao,2
pharaoh,20
pharaohs,1
pharaonique,6
pharaons,5
phares,1
pharisaical,1
pharisaism,1
pharisee,8
pharisees,6
pharmaceutical,2
pharmacies,1
pharmacy,1
pharoah,5
pharos,2
pharsalian,1
pharyngitis,1
phase,19
phaseolus,1
phases,11
phasianellus,1
phasianidae,1
phasianus,2
phat,2
phatis,1
phaynix,1
phayre,1
pheasant,8
pheasants,6
pheazar,1
phebe,13
phelan,2
phelim,10
phelps,2
pheneciens,1
phenicie,1
phenk,1
phenomena,43
phenomenal,2
phenomenally,1
phenomenon,27
phenton,1
pher,1
pherae,12
pheres,25
pheronactus,1
phew,1
phi,1
phial,4
phials,1
phibson,1
phidian,1
phidias,1
phil,4
phila,1
philac,1
philacate,1
philacte,1
philadelphia,33
philadelphians,3
philadelphus,1
philadelphy,2
philadelvings,1
philae,1
philander,1
philanderer,2
philandering,1
philantherpists,1
philanthrophic,1
philanthropic,7
philanthropies,1
philanthropist,17
philanthropists,4
philanthroppy,1
philanthropy,15
philaster,4
philemon,4
philibert,4
philip,45
philipp,3
philippe,7
philippeau,21
philippi,4
philippickes,1
philippina,1
philippine,42
philippines,53
philips,2
philister,3
philistine,7
philistines,8
phillippe,1
phillips,24
phillipses,1
phillipstown,1
philo,17
philoe,1
philoktet,1
philologic,1
philological,4
philologically,1
philologie,4
philologique,1
philologist,2
philologists,4
philologorum,1
philology,6
philomel,2
philomela,2
philomele,1
philomelens,2
philos,1
philosoph,4
philosophe,1
philosopher,60
philosophers,43
philosophic,26
philosophical,56
philosophically,6
philosophie,12
philosophies,11
philosophique,3
philosophiquement,1
philosophisch,1
philosophische,1
philosophize,1
philosophizing,2
philosophus,1
philosophy,149
philostrat,2
philostratus,10
philpots,2
philtres,1
phineas,9
phinn,4
phinns,1
phiole,1
phipps,29
phisition,1
phiz,4
phlebotomist,1
phlebotomy,1
phlegm,3
phlegma,3
phlegmatic,6
phlegmatischen,1
phlegme,2
phlegmon,1
phlegmonous,2
phlox,1
pho,1
phoca,2
phocalized,1
phocian,2
phocidae,3
phoebe,7
phoebes,1
phoebos,1
phoebus,19
phoeniceus,2
phoenician,5
phoenicians,4
phoenix,15
phonetic,2
phonetique,1
phonetiques,1
phonograph,1
phos,1
phosphates,1
phospherine,1
phosphor,1
phosphoric,1
phosphorico,1
phosphorus,2
photo,7
photograph,45
photographed,1
photographer,2
photographers,13
photographic,1
photographically,2
photographs,15
photophobia,1
photos,1
photygraph,3
phrase,72
phrasen,2
phraseology,7
phrases,35
phrasis,1
phredrick,1
phrenetisch,1
phrenetischen,1
phrenological,4
phrenologist,3
phrenologists,6
phrenology,12
phrensie,1
phrensied,2
phrensy,1
phrenzy,1
phroo,1
phrygia,6
phrygian,9
phrygians,3
phrygischer,1
phrynichus,3
phryxus,48
phthia,2
phthisic,1
phy,2
phylacteries,1
phylactery,2
phyllida,1
phyllis,4
phys,4
physeter,1
physic,14
physical,116
physically,11
physician,62
physicians,47
physicist,3
physicists,4
physicke,2
physicks,1
physico,1
physics,14
physicus,1
physik,1
physikalisches,1
physiognomical,2
physiognomie,4
physiognomien,1
physiognomies,1
physiognomist,1
physiognomy,8
physiological,4
physiologically,1
physiologists,1
physiology,1
physionomie,3
physique,4
physische,1
physischen,3
physitians,1
physke,27
phytalus,1
pi,9
pia,2
piadosa,1
piadosas,2
pianissimo,2
pianist,1
pianner,3
pianners,1
piano,52
pianoforte,2
pianos,2
piar,3
piaster,3
piasters,5
piastres,5
piazza,5
piazzas,1
pible,1
pibroch,2
pibrochs,2
pic,11
pica,5
picador,1
pican,1
picaninnee,1
picaninny,1
picard,3
picardy,6
picayune,2
piccadillillee,1
piccadilly,13
pice,1
pichard,1
pichegru,1
picht,1
pici,1
picidae,1
pick,127
pickaune,1
picked,141
pickelhaube,2
picken,1
pickens,4
pickerel,6
pickering,5
pickers,1
pickersgill,2
pickery,1
picket,4
pickets,4
pickety,4
pickin,4
picking,42
pickings,1
pickle,17
pickled,20
picklekin,3
pickles,16
pickling,1
pickpocket,5
pickpockets,4
picks,10
pickte,1
picnic,19
picnickers,3
picnics,6
pico,5
picoides,4
picoideus,1
picos,1
pictaves,1
picter,2
picton,18
pictorial,9
pictorials,1
picts,1
pictur,5
picture,465
pictured,24
pictures,138
picturesque,92
picturesquely,1
picturesqueness,2
picturing,3
pictus,1
pid,1
pida,1
pide,7
pidele,1
piden,1
pidenos,2
pides,2
pidgeons,2
pidgie,23
pidio,1
pido,2
pie,108
piece,368
pieced,2
piecemeal,3
pieces,314
piecing,2
pied,11
piedad,8
piedmont,5
piedra,5
piedras,2
pieds,5
piegans,1
pieges,1
piehl,2
pieles,2
pieman,15
piemontesischen,1
piensa,2
pienso,2
pier,70
pierc,4
pierce,28
pierced,28
piercefield,1
piercer,3
pierces,3
piercest,1
piercing,29
piercingly,2
pierdas,1
pierden,3
pierdo,1
pierian,2
piernas,2
pieron,3
pierpont,1
pierre,53
pierreries,2
pierres,4
pierret,8
pierrot,1
pierry,1
piers,7
pies,35
pietaves,1
piete,5
pietie,1
pietism,1
pietosa,1
pietre,1
pietri,1
pietro,2
piety,48
pieusement,1
pieux,1
piez,8
pieza,6
piezas,1
pig,390
pigafetta,4
pigeon,38
pigeonholed,1
pigeoning,1
pigeons,23
piggery,2
piggie,2
piggledy,1
piggy,7
pighood,1
pigin,1
piglette,1
pigment,2
pigmies,4
pigmy,9
pignon,1
pignotte,1
pignotti,1
pigs,154
pigsties,1
pigsty,1
pigtail,10
pigtails,7
pijl,1
pijn,6
pijnen,3
pijnlijke,1
pik,1
pikante,1
pikantes,2
pike,81
piked,1
pikelhaering,2
pikelhaeringe,1
pikes,6
pikestaff,2
pikiert,3
pil,3
pila,1
pilan,1
pilaster,1
pilasters,2
pilate,23
pilates,31
pilato,1
pilbeam,41
pilchard,4
pilchards,3
pilchers,1
pile,85
pileated,2
pileatus,1
piled,34
pileolata,1
pileolated,4
piles,21
pilfer,3
pilferers,2
pilfering,2
pilfring,1
pilgarlick,1
pilger,8
pilgerfahrt,1
pilgern,3
pilgers,1
pilgerschaft,1
pilgerst,1
pilgrim,37
pilgrimage,35
pilgrimages,1
pilgrimes,1
pilgrims,22
pilgrimschaft,1
pilgrimsville,1
pilin,2
piling,3
pill,5
pillage,19
pillaged,5
pillages,1
pillaging,3
pillai,3
pillaloo,6
pillar,24
pillared,6
pillars,39
pillau,4
pille,1
piller,4
pillers,2
pillicoddy,1
pillion,1
pillory,3
pillow,54
pillowed,1
pillows,16
pills,10
pilot,30
pilotage,1
piloted,4
pilots,4
pilpilte,1
pima,16
pimas,5
piment,1
pimiento,16
pimientos,6
pimlico,2
pimple,3
pimpled,1
pimples,2
pimply,1
pin,94
pina,3
pinafore,5
pinafores,3
pinasse,1
pinasset,1
pincers,2
pinces,1
pincettes,1
pinch,38
pinched,13
pinches,6
pinching,6
pinckney,13
pincushion,3
pind,1
pindar,3
pine,87
pineapple,24
pineapples,1
pined,5
pineries,1
pinero,1
pines,27
pinewood,1
pinewoods,1
ping,5
pingal,1
pingat,1
pingit,1
pingitur,1
pingnet,1
pingouin,7
pinhead,2
pini,5
pinicola,2
pinin,1
pining,11
pinion,2
pinioned,5
pinions,10
pink,112
pinked,2
pinker,1
pinkham,4
pinking,4
pinkish,3
pinkness,1
pinknife,1
pinks,7
pinkte,1
pinky,2
pinn,1
pinnace,2
pinnacle,7
pinnacled,1
pinnacles,7
pinnae,1
pinned,11
pinner,1
pinneyfore,1
pinning,2
pinole,2
pinon,2
pinos,3
pins,32
pinse,1
pinsel,3
pint,107
pinta,2
pintail,2
pinted,2
pintin,9
pints,40
pinus,1
piojo,1
pioneer,19
pioneering,1
pioneers,11
piot,1
pioupi,1
pious,96
piously,7
piozazo,1
piozzi,1
pip,8
pipa,1
pipe,233
piped,8
piper,45
piperess,1
piperies,1
pipers,4
pipes,50
pipilo,3
piping,15
pipings,1
pipit,3
pipits,1
pippa,2
pippe,1
pippen,8
pippetonneville,1
pippin,4
pippins,2
pips,3
piquancy,1
piquant,4
piquante,2
pique,15
piqued,2
piquer,1
piques,1
piquet,1
piracy,5
piraeus,1
piran,1
piranga,2
pirata,1
pirate,11
pirates,7
piratical,10
piration,1
pire,10
pirene,2
pires,1
piretca,1
pireyuts,1
pirotecknicks,2
pirouetting,1
pirrie,1
pis,3
pisa,2
pisamos,1
piscator,1
piscatorial,1
piscators,1
pisces,1
pish,7
pisillanme,1
pison,7
pisoned,1
piss,1
pisse,1
pistachio,5
pistil,1
pistol,92
pistole,1
pistolen,1
pistolenschuss,1
pistoles,1
pistolles,1
pistols,19
pistrucci,1
pit,34
pital,1
pitane,2
pitcairn,1
pitch,49
pitchcap,1
pitched,29
pitcher,22
pitchers,9
pitches,1
pitchfork,1
pitchforked,1
pitchforks,2
pitching,8
pitchy,2
pite,1
piteous,17
piteously,11
piteus,1
piteuse,1
piteusement,1
piteuses,1
pitfalls,2
pith,3
pithily,1
pithon,1
pithy,9
piti,1
pitiable,8
pitiably,1
pitie,16
pitied,16
pities,5
pitiest,1
pitiful,37
pitifully,8
pitiless,20
pitilessly,2
pitman,1
pito,2
pits,9
pitt,6
pittance,6
pitted,5
pitter,3
pitti,2
pittie,1
pittiful,1
pittin,1
pitting,1
pittoresque,2
pittoresques,1
pitts,4
pittsburg,4
pittsburgh,6
pitty,2
pity,232
pitying,16
pityingly,4
pitz,4
piuagnai,1
piume,1
pius,5
pivotal,4
pivots,3
pix,1
pixies,1
pizarro,1
pize,1
pizen,6
pizened,1
pizening,1
pizzichi,1
pl,1
pla,5
plaace,1
plaats,2
plaatse,1
plaatste,3
plac,6
placability,1
placard,2
placarded,1
placards,1
placata,1
placate,2
place,1999
placed,437
placees,3
placefa,1
placens,1
placent,1
placer,5
placeres,6
places,369
placeth,1
placid,26
placidia,12
placidly,5
placido,1
placing,59
placitum,1
plack,1
placket,1
plad,1
plade,3
plaecklein,1
plaed,1
plaenchen,1
plaene,1
plaenen,1
plaetschern,1
plaetschert,1
plaetscherte,2
plaetzchen,1
plaetzen,2
plaeze,3
plafond,1
plag,1
plage,3
plagen,12
plages,1
plagiarism,2
plagiarist,1
plagiarized,2
plagst,2
plagt,12
plagu,1
plague,51
plagued,3
plaguely,1
plagues,12
plaguing,1
plaice,21
plaid,29
plaide,1
plaided,1
plaider,2
plaideurs,1
plaidie,1
plaids,6
plaie,1
plaies,4
plaignaient,1
plaignait,1
plaignez,1
plaignit,1
plain,446
plaindre,2
plaindroit,1
plaine,10
plainely,1
plainer,8
plaines,4
plainest,2
plaineth,1
plainly,108
plains,76
plaint,8
plainte,1
plaintes,1
plaintiff,12
plaintive,23
plaintively,2
plaintrent,1
plaire,2
plais,1
plaisait,2
plaisantant,1
plaise,1
plaisent,1
plaises,1
plaisir,8
plaisirs,3
plait,2
plaited,11
plaiting,1
plaitings,1
plaits,1
plan,261
planait,1
planant,1
planants,1
planche,4
plancher,1
planches,4
plane,34
planed,1
planer,2
planes,8
planet,27
planeta,1
planetarium,1
planetary,3
planetensystem,1
planets,17
plank,17
planked,1
planking,2
planks,9
planned,32
planner,1
plannet,2
planning,14
plano,2
plans,80
plant,135
planta,11
plantagenet,5
plantagenets,3
plantain,1
plantains,1
plantas,4
plantation,26
plantations,18
plante,1
planted,74
plantees,1
planten,1
planter,9
planters,4
plantes,7
planteth,1
plantin,1
planting,27
plants,118
plappernd,1
plas,2
plase,2
plash,8
plashing,1
plaster,29
plastered,5
plasterer,1
plastering,2
plasterwell,3
plastic,3
plasticine,3
plastick,1
plat,6
plata,1
platanos,2
plate,124
platea,1
plateadas,1
plateado,1
plateau,1
plated,4
plates,45
plateses,1
platform,39
platforms,4
platina,1
platine,1
platitude,1
platitudes,3
plato,11
platoff,1
platon,1
platonic,4
platonism,5
platonist,1
platonists,6
platoon,16
platoons,1
plats,1
platt,15
platte,2
platted,3
platten,3
platter,11
platters,2
platz,49
platze,1
platzregen,1
plaudermaul,1
plaudern,5
plaudernd,1
plauderst,2
plaudert,2
plauderte,1
plaudite,1
plaudities,1
plaudits,5
plaudre,2
plauen,2
plausibility,5
plausibilty,1
plausible,19
